Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
12,33,4,24,0,0.1881,122522.99,119262.02
12,33,4,25,0,0.1881,122491,119230.03
12,28.999999999999996,4,26,0,0.1881,122389.13,119198.04
12,28.999999999999996,4,27,0,0.1881,122357.13,119166.04
12,30.5,4,28,0,0.2197,122116.72,119134.05
12,30.5,4,29,0,0.2197,122084.72,119102.05
12,24.5,4,30,0,0.3152,121876.3,119102.05
12,24.5,3,31,0,0.3152,121844.31,119070.06
12,27,3,32,0,0.3152,121603.89,116537.01
12,27,3,33,0,0.3152,121571.9,116505.02
12,27,3,34,0,0.3205,121331.48,116473.02
12,27,3,35,0,0.3205,121299.49,116441.03
12,23.5,3,36,0,0.3063,121059.07,116409.03
12,23.5,3,37,0,0.3063,121027.08,116377.04
12,28.499999999999996,3,38,0,0.3063,120925.2,116345.04
12,28.499999999999996,4,39,0,0.3063,120893.21,116313.05
12,26,3,40,0,0.3063,120756.11,116313.05
12,26,3,41,0,0.3063,120724.12,116281.06
12,29.5,3,42,0,0.3063,120555.03,116249.06
12,29.5,3,43,0,0.3063,120523.04,116217.07
12,28.999999999999996,3,44,0,0.3083,120282.62,116185.07
12,28.999999999999996,3,45,0,0.3083,120250.63,116153.08
13,34.5,5,0,0,0.2323,124968.01,124968.01
13,34.5,5,1,0,0.2323,124936.01,124936.01
13,28.000000000000004,5,2,0,0.2247,124695.6,122402.97
13,28.000000000000004,5,3,0,0.2247,124663.6,122370.97
13,33.5,5,4,0,0.2576,124423.19,122338.98
13,33.5,5,5,0,0.2576,124391.19,122306.98
13,30,5,6,0,0.2576,124150.78,122274.99
13,30,5,7,0,0.2576,124118.78,122242.99
13,35.5,5,8,0,0.25,123878.37,122211
13,35.5,5,9,0,0.25,123846.37,122179
13,33.5,5,10,0,0.25,123637.95,122179
13,33.5,5,11,0,0.25,123605.96,122147.01
13,36.5,5,12,0,0.25,123504.08,122115.01
13,36.5,5,13,0,0.25,123472.09,122083.02
13,28.499999999999996,5,14,0,0.25,123231.67,122051.03
13,28.499999999999996,5,15,0,0.25,123199.68,122019.03
13,17,5,16,0,0.25,122959.26,121148.48
13,17,5,17,0,0.25,122927.27,121116.49
13,17,5,18,0,0.25,122686.85,119422
13,17,5,19,0,0.25,122654.86,119390
13,15,3,20,0,0.3563,122446.44,119390
13,15,3,21,0,0.3563,122414.44,119358.01
13,15,3,22,0,0.3563,122379.78,119326.01
13,15,3,23,0,0.3563,122347.79,119294.02
13,18.5,2,24,0,0.41,122107.37,119262.02
13,18.5,2,25,0,0.41,122075.38,119230.03
13,18.5,2,26,0,0.41,121834.96,119198.04
13,18.5,2,27,0,0.41,121802.97,119166.04
13,19.5,4,28,0,0.3363,121562.55,119134.05
13,19.5,3,29,0,0.3363,121530.56,119102.05
13,62.5,2,30,0,0.4277,121322.13,118263.5
13,62.5,2,31,0,0.4277,121290.14,118231.5
13,63,2,32,0,0.4277,121188.27,118199.51
13,63,2,33,0,0.4277,121156.27,118167.51
13,73,3,34,0,0.4277,121121.61,118135.52
13,73,2,35,0,0.4277,121089.62,118103.52
13,73,2,36,0,0.4277,121054.96,118071.53
13,73,2,37,0,0.4277,121022.96,118039.54
13,63.5,2,38,0,0.4609,120782.55,116345.04
13,63.5,2,39,0,0.4609,120750.55,116313.05
13,60.5,3,40,0,0.3485,120542.13,116313.05
13,60.5,3,41,0,0.3485,120510.14,116281.06
13,57.99999999999999,3,42,0,0.4119,120269.72,116249.06
13,57.99999999999999,3,43,0,0.4119,120237.73,116217.07
13,55.50000000000001,2,44,0,0.4813,119997.31,116153.08
13,55.50000000000001,2,45,0,0.4813,119965.32,116121.08
14,16.5,4,0,0,0.197,124968.01,124968.01
14,16.5,4,1,0,0.197,124936.01,124936.01
14,26,4,2,0,0.197,124834.14,124065.46
14,26,4,3,0,0.197,124802.14,124033.47
14,26,4,4,0,0.197,124767.48,124001.47
14,26,4,5,0,0.197,124735.49,123969.48
14,19.5,4,6,0,0.197,124633.61,123937.48
14,19.5,4,7,0,0.197,124601.62,123905.49
14,23.5,4,8,0,0.197,124499.74,123873.5
14,23.5,4,9,0,0.197,124467.75,123841.5
14,23.5,4,10,0,0.197,124465.08,123841.5
14,23.5,4,11,0,0.197,124433.09,123809.51
14,21,4,12,0,0.197,124331.21,123745.52
14,21,4,13,0,0.197,124299.22,123713.52
14,21,4,14,0,0.197,124264.56,123681.53
14,21,4,15,0,0.197,124232.56,123649.53
14,38,4,16,0,0.1894,123992.15,121987.04
14,38,4,17,0,0.1894,123960.15,121955.04
14,38.5,4,18,0,0.1818,123719.74,121891.05
14,38.5,4,19,0,0.1818,123687.74,121859.06
14,53.5,4,20,0,0.1818,123479.32,121020.5
14,53.5,4,21,0,0.1818,123447.33,120988.51
14,43,5,22,0,0.1818,123206.91,118455.47
14,43,4,23,0,0.1818,123174.92,118423.47
14,37.5,4,24,0,0.1742,122934.5,118391.48
14,37.5,4,25,0,0.1742,122902.51,118359.48
14,42.5,5,26,0,0.1742,122867.85,118295.49
14,42.5,4,27,0,0.1742,122835.85,118263.5
14,44.5,4,28,0,0.1742,122666.77,118231.5
14,44.5,5,29,0,0.1742,122634.77,118199.51
14,27.500000000000004,4,30,0,0.1742,122497.68,118199.51
14,27.500000000000004,4,31,0,0.1742,122465.68,118167.51
14,37,4,32,0,0.1742,122431.02,118135.52
14,37,4,33,0,0.1742,122399.03,118103.52
14,36,4,34,0,0.1818,122158.61,118071.53
14,36,4,35,0,0.1818,122126.62,118039.54
14,26.5,4,36,0,0.1894,121886.2,117264.97
14,26.5,4,37,0,0.1894,121854.21,117232.98
14,26.5,4,38,0,0.1894,121819.55,117200.98
14,26.5,4,39,0,0.1894,121787.55,117168.99
14,26.5,4,40,0,0.1894,121784.89,117168.99
14,26.5,4,41,0,0.1894,121752.89,117136.99
14,28.000000000000004,4,42,0,0.1894,121512.48,115346.52
14,28.000000000000004,4,43,0,0.1894,121480.48,115314.52
14,30,4,44,0,0.1894,121445.82,115282.53
14,30,4,45,0,0.1894,121413.83,115250.53
15,32.5,5,0,0,0.2083,124968.01,124968.01
15,32.5,4,1,0,0.2083,124936.01,124936.01
15,32.5,4,2,0,0.2083,124901.35,124872.02
15,32.5,4,3,0,0.2083,124869.36,124840.03
15,32.5,4,4,0,0.2083,124834.69,124808.03
15,32.5,4,5,0,0.2083,124802.7,124776.04
15,32.5,4,6,0,0.2083,124768.04,124712.05
15,32.5,5,7,0,0.2083,124736.04,124680.05
15,28.999999999999996,4,8,0,0.2273,124495.63,122211
15,28.999999999999996,4,9,0,0.2273,124463.63,122179
15,47,3,10,0,0.3106,124255.21,122179
15,47,3,11,0,0.3106,124223.22,122147.01
15,47.5,3,12,0,0.3106,124121.35,122115.01
15,47.5,4,13,0,0.3106,124089.35,122083.02
15,51,3,14,0,0.3106,123848.94,122051.03
15,51,4,15,0,0.3106,123816.94,122019.03
15,11,3,16,0,0.3106,123715.07,121987.04
15,11,4,17,0,0.3106,123683.07,121955.04
15,7.000000000000001,4,18,0,0.3035,123442.66,119422
15,7.000000000000001,3,19,0,0.3035,123410.66,119390
15,4,3,20,0,0.296,123202.24,119390
15,4,3,21,0,0.296,123170.25,119358.01
15,4.5,3,22,0,0.296,123068.37,119326.01
15,4.5,3,23,0,0.296,123036.38,119294.02
15,5.5,3,24,0,0.3061,122795.96,119262.02
15,5.5,3,25,0,0.3061,122763.97,119230.03
15,5.5,3,26,0,0.3061,122729.31,119198.04
15,5.5,4,27,0,0.3061,122697.31,119166.04
15,7.5,3,28,0,0.3061,122662.65,119134.05
15,7.5,3,29,0,0.3061,122630.66,119102.05
15,43,3,30,0,0.2992,122422.24,119102.05
15,43,3,31,0,0.2992,122390.24,119070.06
15,46,4,32,0,0.2765,122149.83,119038.06
15,46,4,33,0,0.2765,122117.83,119006.07
15,41,4,34,0,0.249,121877.42,116473.02
15,41,4,35,0,0.249,121845.42,116441.03
15,33.5,4,36,0,0.2717,121605.01,116409.03
15,33.5,4,37,0,0.2717,121573.01,116377.04
15,39.5,4,38,0,0.2793,121332.6,116281.06
15,39.5,3,39,0,0.2793,121300.6,116249.06
15,39.5,3,40,0,0.2793,121092.18,116249.06
15,39.5,3,41,0,0.2793,121060.19,116217.07
15,39.5,3,42,0,0.2793,121025.52,116185.07
15,39.5,3,43,0,0.2793,120993.53,116153.08
15,39.5,3,44,0,0.2793,120753.11,113684.02
15,39.5,3,45,0,0.2793,120721.12,113652.03
16,15.5,3,0,0,0.2775,124968.01,124968.01
16,15.5,3,1,0,0.2775,124936.01,124936.01
16,10.5,3,2,0,0.2775,124811.77,123797.05
16,10.5,3,3,0,0.2775,124779.77,123765.05
16,13.5,4,4,0,0.2775,124539.36,122338.98
16,13.5,3,5,0,0.2775,124507.36,122306.98
16,15,4,6,0,0.2775,124405.49,122274.99
16,15,3,7,0,0.2775,124373.5,122242.99
16,16,2,8,0,0.39,124133.08,122211
16,16,3,9,0,0.39,124101.09,122179
16,11,2,10,0,0.39,124031.21,122179
16,11,2,11,0,0.39,123999.21,122147.01
16,10.5,2,12,0,0.39,123758.8,122115.01
16,10.5,2,13,0,0.39,123726.8,122083.02
16,11.5,2,14,0,0.39,123692.14,122051.03
16,11.5,2,15,0,0.39,123660.15,122019.03
16,45.5,2,16,0,0.39,123625.49,121955.04
16,45.5,2,17,0,0.39,123593.49,121923.05
16,45.5,3,18,0,0.39,123353.07,119390
16,45.5,4,19,0,0.39,123321.08,119358.01
16,45.5,2,20,0,0.39,123318.41,119358.01
16,45.5,2,21,0,0.39,123286.42,119326.01
16,45.5,5,22,0,0.2851,123046,119294.02
16,45.5,3,23,0,0.2851,123014.01,119262.02
16,45.5,4,24,0,0.2851,122844.92,117584.92
16,45.5,3,25,0,0.2851,122812.93,117552.92
16,48,3,26,0,0.2851,122572.51,117520.93
16,48,3,27,0,0.2851,122540.52,117488.93
16,44,3,28,0,0.2985,122300.1,117456.94
16,44,3,29,0,0.2985,122268.11,117424.94
16,34,4,30,0,0.3061,122059.69,117424.94
16,34,3,31,0,0.3061,122027.69,117392.95
16,44.5,3,32,0,0.3061,121858.6,117360.96
16,44.5,3,33,0,0.3061,121826.61,117328.96
16,41,3,34,0,0.3194,121586.19,117296.97
16,41,3,35,0,0.3194,121554.2,117264.97
16,36.5,3,36,0,0.3194,121313.78,117232.98
16,36.5,3,37,0,0.3194,121281.79,117200.98
16,36.5,3,38,0,0.3194,121247.13,117136.99
16,36.5,3,39,0,0.3194,121215.13,117105
16,46.5,3,40,0,0.3119,121006.71,117105
16,46.5,3,41,0,0.3119,120974.72,117073
16,41,3,42,0,0.3119,120940.06,117041.01
16,41,3,43,0,0.3119,120908.06,117009.01
16,39.5,3,44,0,0.3119,120873.4,116977.02
16,39.5,4,45,0,0.3119,120841.41,116945.03
17,16.5,6,0,0,0.202,124968.01,124968.01
17,16.5,6,1,0,0.202,124936.01,124936.01
17,16.5,6,2,0,0.202,124901.35,124872.02
17,16.5,7,3,0,0.202,124869.36,124840.03
17,26.5,6,4,0,0.1944,124628.94,122338.98
17,26.5,6,5,0,0.1944,124596.95,122306.98
17,28.499999999999996,6,6,0,0.1944,124495.07,122274.99
17,28.499999999999996,6,7,0,0.1944,124463.08,122242.99
17,19,6,8,0,0.1944,124222.66,122211
17,19,6,9,0,0.1944,124190.67,122179
17,23,6,10,0,0.1944,124120.79,122179
17,23,7,11,0,0.1944,124088.79,122147.01
17,29.5,6,12,0,0.1944,123913.33,122115.01
17,29.5,6,13,0,0.1944,123881.34,122083.02
17,29.5,7,14,0,0.1944,123846.68,122051.03
17,29.5,6,15,0,0.1944,123814.68,122019.03
17,28.499999999999996,6,16,0,0.1768,123574.27,120265.43
17,28.499999999999996,7,17,0,0.1768,123542.27,120233.44
17,19,6,18,0,0.221,123301.86,120201.44
17,19,5,19,0,0.221,123269.86,120169.45
17,22.5,4,20,0,0.2644,123132.77,120169.45
17,22.5,4,21,0,0.2644,123100.77,120137.46
17,19,4,22,0,0.2644,122860.36,120105.46
17,19,4,23,0,0.2644,122828.36,120073.47
17,21.5,5,24,0,0.2644,122726.49,120041.47
17,21.5,4,25,0,0.2644,122694.5,120009.48
17,23.5,5,26,0,0.1919,122454.08,117520.93
17,23.5,5,27,0,0.1919,122422.09,117488.93
17,23,5,28,0,0.1919,122181.67,114955.89
17,23,6,29,0,0.1919,122149.68,114923.89
17,8,5,30,0,0.1919,122012.58,114923.89
17,8,5,31,0,0.1919,121980.59,114891.9
17,11,5,32,0,0.1995,121740.17,114859.91
17,11,5,33,0,0.1995,121708.18,114827.91
17,8,6,34,0,0.1995,121467.76,114795.92
17,8,5,35,0,0.1995,121435.77,114763.92
17,7.000000000000001,4,36,0,0.2197,121195.35,114731.93
17,7.000000000000001,4,37,0,0.2197,121163.36,114699.93
17,7.000000000000001,5,38,0,0.2197,120922.94,114667.94
17,7.000000000000001,5,39,0,0.2197,120890.95,114635.94
17,4,5,40,0,0.2336,120730.92,114635.94
17,4,4,41,0,0.2336,120698.92,114603.95
17,6,4,42,0,0.2336,120664.26,114571.95
17,6,4,43,0,0.2336,120632.27,114539.96
17,7.000000000000001,4,44,0,0.2336,120597.6,114507.96
17,7.000000000000001,4,45,0,0.2336,120565.61,114475.97
18,15,5,0,0,0.1717,124968.01,124968.01
18,15,6,1,0,0.1717,124936.01,124936.01
18,11.5,5,2,0,0.1717,124834.14,124065.46
18,11.5,6,3,0,0.1717,124802.14,124033.47
18,17,5,4,0,0.1717,124561.73,122338.98
18,17,5,5,0,0.1717,124529.73,122306.98
18,17.5,6,6,0,0.1717,124495.07,122242.99
18,17.5,5,7,0,0.1717,124463.08,122211
18,13,4,8,0,0.2616,124222.66,121372.45
18,13,4,9,0,0.2616,124190.67,121340.45
18,12.5,4,10,0,0.2616,123982.25,121340.45
18,12.5,4,11,0,0.2616,123950.25,121308.46
18,19.5,4,12,0,0.2616,123848.38,121276.46
18,19.5,4,13,0,0.2616,123816.38,121244.47
18,13.5,6,14,0,0.197,123575.97,121212.47
18,13.5,5,15,0,0.197,123543.97,121180.48
18,41.5,5,16,0,0.197,123303.56,121148.48
18,41.5,5,17,0,0.197,123271.56,121116.49
18,47.5,5,18,0,0.197,123169.69,121084.49
18,47.5,5,19,0,0.197,123137.69,121052.5
18,50.5,5,20,0,0.178,122929.27,121052.5
18,50.5,5,21,0,0.178,122897.28,121020.5
18,50.5,5,22,0,0.178,122656.86,119326.01
18,50.5,5,23,0,0.178,122624.87,119294.02
18,51.5,4,24,0,0.2083,122522.99,119262.02
18,51.5,4,25,0,0.2083,122491,119230.03
18,51,5,26,0,0.2083,122456.34,119198.04
18,51,4,27,0,0.2083,122424.34,119166.04
18,56.00000000000001,3,28,0,0.3523,122183.93,119134.05
18,56.00000000000001,4,29,0,0.3523,122151.93,119102.05
18,30.5,3,30,0,0.3523,121943.51,119070.06
18,30.5,3,31,0,0.3523,121911.52,119038.06
18,32,2,32,0,0.4172,121671.1,119006.07
18,32,2,33,0,0.4172,121639.11,118974.07
18,31,2,34,0,0.4172,121604.45,118942.08
18,31,2,35,0,0.4172,121572.45,118910.08
18,26.5,2,36,0,0.4109,121332.04,116409.03
18,26.5,2,37,0,0.4109,121300.04,116377.04
18,34.5,2,38,0,0.4071,121059.63,116345.04
18,34.5,2,39,0,0.4071,121027.63,116313.05
18,27,3,40,0,0.2803,120819.21,116313.05
18,27,3,41,0,0.2803,120787.22,116281.06
18,32,2,42,0,0.3813,120546.8,116249.06
18,32,2,43,0,0.3813,120514.81,116217.07
18,30,3,44,0,0.3359,120274.39,116185.07
18,30,3,45,0,0.3359,120242.4,116153.08
19,32.5,3,0,0,0.2929,124968.01,124968.01
19,32.5,4,1,0,0.2929,124936.01,124936.01
19,30.5,3,2,0,0.3106,124695.6,122402.97
19,30.5,3,3,0,0.3106,124663.6,122370.97
19,30,3,4,0,0.3207,124423.19,122338.98
19,30,3,5,0,0.3207,124391.19,122306.98
19,36,3,6,0,0.3283,124150.78,122274.99
19,36,3,7,0,0.3283,124118.78,122242.99
19,32,3,8,0,0.3359,123878.37,122211
19,32,3,9,0,0.3359,123846.37,122179
19,32.5,3,10,0,0.3005,123637.95,122179
19,32.5,4,11,0,0.3005,123605.96,122147.01
19,37,3,12,0,0.3005,123365.54,122115.01
19,37,3,13,0,0.3005,123333.55,122083.02
19,30.5,3,14,0,0.3005,123231.67,122051.03
19,30.5,3,15,0,0.3005,123199.68,122019.03
19,48.5,2,16,0,0.479,122959.26,119485.99
19,48.5,2,17,0,0.479,122927.27,119453.99
19,48.5,3,18,0,0.479,122686.85,119422
19,48.5,2,19,0,0.479,122654.86,119390
19,51.5,2,20,0,0.4631,122446.44,116888.95
19,51.5,2,21,0,0.4631,122414.44,116856.96
19,57.49999999999999,3,22,0,0.4256,122174.03,116824.96
19,57.49999999999999,2,23,0,0.4256,122142.03,116792.97
19,59,2,24,0,0.4359,121901.62,116760.97
19,59,2,25,0,0.4359,121869.62,116728.98
19,63,2,26,0,0.4823,121629.21,116696.99
19,63,2,27,0,0.4823,121597.21,116664.99
19,63,2,28,0,0.4823,121428.12,116633
19,63,2,29,0,0.4823,121396.13,116601
19,18.5,2,30,0,0.4702,121187.71,116601
19,18.5,2,31,0,0.4702,121155.71,116569.01
19,12.5,2,32,0,0.4899,120915.3,116537.01
19,12.5,2,33,0,0.4899,120883.3,116505.02
19,20.5,2,34,0,0.4508,120642.89,116473.02
19,20.5,2,35,0,0.4508,120610.89,116441.03
19,19,2,36,0,0.5101,120370.48,116409.03
19,19,2,37,0,0.5101,120338.48,116377.04
19,19,2,38,0,0.5101,120098.07,116345.04
19,19,2,39,0,0.5101,120066.07,116313.05
19,11.5,2,40,0,0.5657,119857.65,116313.05
19,11.5,2,41,0,0.5657,119825.66,116281.06
19,17.5,2,42,0,0.5657,119656.57,116249.06
19,17.5,2,43,0,0.5657,119624.58,116217.07
19,14.499999999999998,2,44,0,0.5657,119589.92,116185.07
19,14.499999999999998,2,45,0,0.5657,119557.92,116153.08
20,49,6,0,0,0.1439,124968.01,124968.01
20,49,6,1,0,0.1439,124936.01,124936.01
20,43.5,6,2,0,0.1439,124695.6,122402.97
20,43.5,6,3,0,0.1439,124663.6,122370.97
20,43,6,4,0,0.1439,124471.59,122338.98
20,43,6,5,0,0.1439,124439.59,122306.98
20,42.5,6,6,0,0.1439,124337.72,122274.99
20,42.5,6,7,0,0.1439,124305.73,122242.99
20,46.5,6,8,0,0.1263,124065.31,122211
20,46.5,7,9,0,0.1263,124033.32,122179
20,41.5,6,10,0,0.1263,124030.65,122147.01
20,41.5,6,11,0,0.1263,123998.65,122115.01
20,41.5,6,12,0,0.1263,123963.99,122083.02
20,41.5,7,13,0,0.1263,123932,122051.03
20,45,6,14,0,0.1263,123691.58,122019.03
20,45,6,15,0,0.1263,123659.59,121987.04
20,34.5,7,16,0,0.1263,123557.71,121955.04
20,34.5,6,17,0,0.1263,123525.72,121923.05
20,26.5,6,18,0,0.1641,123285.3,121891.05
20,26.5,5,19,0,0.1641,123253.31,121859.06
20,22.5,6,20,0,0.1288,123044.89,121859.06
20,22.5,6,21,0,0.1288,123012.89,121827.06
20,15.5,6,22,0,0.1288,122772.48,119326.01
20,15.5,7,23,0,0.1288,122740.48,119294.02
20,24.5,6,24,0,0.1288,122571.4,119262.02
20,24.5,6,25,0,0.1288,122539.4,119230.03
20,19.5,5,26,0,0.1515,122298.99,119198.04
20,19.5,5,27,0,0.1515,122266.99,119166.04
20,23.5,4,28,0,0.2121,122026.58,119134.05
20,23.5,5,29,0,0.2121,121994.58,119102.05
20,22.5,3,30,0,0.2833,121786.16,119102.05
20,22.5,4,31,0,0.2833,121754.17,119070.06
20,20.5,3,32,0,0.2967,121513.75,119038.06
20,20.5,3,33,0,0.2967,121481.76,119006.07
20,13.5,3,34,0,0.3043,121241.34,118974.07
20,13.5,3,35,0,0.3043,121209.35,118942.08
20,20.5,3,36,0,0.3043,120968.93,118910.08
20,20.5,3,37,0,0.3043,120936.94,118878.09
20,18.5,3,38,0,0.2909,120728.92,118846.09
20,18.5,3,39,0,0.2909,120696.93,118814.1
20,15.5,3,40,0,0.2909,120559.83,117168.99
20,15.5,3,41,0,0.2909,120527.84,117136.99
20,22,3,42,0,0.2909,120358.75,117105
20,22,3,43,0,0.2909,120326.76,117073
20,21,4,44,0,0.2775,120086.34,117041.01
20,21,3,45,0,0.2775,120054.35,117009.01
21,24.5,5,0,0,0.2581,124968.01,124968.01
21,24.5,5,1,0,0.2581,124936.01,124936.01
21,25.5,5,2,0,0.2581,124834.14,124065.46
21,25.5,5,3,0,0.2581,124802.14,124033.47
21,30,5,4,0,0.2422,124561.73,122338.98
21,30,5,5,0,0.2422,124529.73,122306.98
21,31,5,6,0,0.2606,124289.32,122274.99
21,31,5,7,0,0.2606,124257.32,122242.99
21,23,4,8,0,0.2758,124016.91,122211
21,23,4,9,0,0.2758,123984.91,122179
21,28.499999999999996,4,10,0,0.2758,123915.03,122179
21,28.499999999999996,4,11,0,0.2758,123883.04,122147.01
21,28.499999999999996,4,12,0,0.2758,123848.38,122115.01
21,28.499999999999996,4,13,0,0.2758,123816.38,122083.02
21,31.5,5,14,0,0.2758,123714.51,122051.03
21,31.5,4,15,0,0.2758,123682.51,122019.03
21,37.5,4,16,0,0.2758,123442.1,121148.48
21,37.5,4,17,0,0.2758,123410.1,121116.49
21,41,3,18,0,0.2909,123169.69,121084.49
21,41,3,19,0,0.2909,123137.69,121052.5
21,34.5,4,20,0,0.2909,122929.27,121052.5
21,34.5,3,21,0,0.2909,122897.28,121020.5
21,34.5,4,22,0,0.2909,122862.62,120988.51
21,34.5,3,23,0,0.2909,122830.62,120956.52
21,23,5,24,0,0.2626,122590.21,119262.02
21,23,4,25,0,0.2626,122558.21,119230.03
21,28.999999999999996,5,26,0,0.1894,122317.8,119198.04
21,28.999999999999996,5,27,0,0.1894,122285.8,119166.04
21,22.5,6,28,0,0.1894,122251.14,119134.05
21,22.5,5,29,0,0.1894,122219.15,119102.05
21,22.5,5,30,0,0.1894,122216.48,119102.05
21,22.5,5,31,0,0.1894,122184.49,119070.06
21,45,5,32,0,0.1894,122015.4,119038.06
21,45,5,33,0,0.1894,121983.4,119006.07
21,60,5,34,0,0.2626,121742.99,118974.07
21,60,4,35,0,0.2626,121710.99,118942.08
21,60,4,36,0,0.2626,121470.58,116409.03
21,60,4,37,0,0.2626,121438.58,116377.04
21,54.50000000000001,4,38,0,0.2929,121269.5,116345.04
21,54.50000000000001,4,39,0,0.2929,121237.5,116313.05
21,53.5,5,40,0,0.2929,121100.41,116313.05
21,53.5,4,41,0,0.2929,121068.42,116281.06
21,53.5,4,42,0,0.2929,120828,116249.06
21,53.5,4,43,0,0.2929,120796.01,116217.07
21,50,4,44,0,0.2929,120555.59,116185.07
21,50,4,45,0,0.2929,120523.6,116153.08
22,26,4,0,0,0.1894,124968.01,124968.01
22,26,4,1,0,0.1894,124936.01,124936.01
22,26,5,2,0,0.1894,124901.35,124872.02
22,26,4,3,0,0.1894,124869.36,124840.03
22,41.5,4,4,0,0.1742,124628.94,122338.98
22,41.5,5,5,0,0.1742,124596.95,122306.98
22,43,4,6,0,0.2422,124356.53,119773.94
22,43,4,7,0,0.2422,124324.54,119741.94
22,43.5,3,8,0,0.2422,124222.66,119709.95
22,43.5,3,9,0,0.2422,124190.67,119677.95
22,40,3,10,0,0.2346,123982.25,119677.95
22,40,3,11,0,0.2346,123950.25,119645.96
22,47.5,2,12,0,0.3535,123709.84,119613.96
22,47.5,4,13,0,0.3535,123677.84,119581.97
22,45.5,2,14,0,0.3393,123437.43,119549.98
22,45.5,2,15,0,0.3393,123405.43,119517.98
22,45.5,2,16,0,0.3393,123370.77,119485.99
22,45.5,2,17,0,0.3393,123338.78,119453.99
22,23.5,2,18,0,0.3393,123304.11,119422
22,23.5,3,19,0,0.3393,123272.12,119390
22,24.5,3,20,0,0.3664,123063.7,119390
22,24.5,2,21,0,0.3664,123031.7,119358.01
22,31,2,22,0,0.3664,122862.62,119326.01
22,31,3,23,0,0.3664,122830.62,119294.02
22,26,3,24,0,0.3987,122590.21,119230.03
22,26,2,25,0,0.3987,122558.21,119198.04
22,18.5,2,26,0,0.3987,122455.76,119166.04
22,18.5,2,27,0,0.3987,122423.77,119134.05
22,24,1,28,0,0.4826,122183.35,119102.05
22,24,1,29,0,0.4826,122151.36,119070.06
22,39.5,1,30,0,0.5108,121942.94,119070.06
22,39.5,1,31,0,0.5108,121910.94,119038.06
22,39.5,2,32,0,0.5108,121876.28,119006.07
22,39.5,1,33,0,0.5108,121844.29,118974.07
22,41.5,6,34,0,0.3889,121603.87,118942.08
22,41.5,3,35,0,0.3889,121571.88,118910.08
22,33,2,36,0,0.3889,121331.46,118878.09
22,33,2,37,0,0.3889,121299.47,118846.09
22,40,3,38,0,0.3308,121197.59,118814.1
22,40,3,39,0,0.3308,121165.6,118782.11
22,36,3,40,0,0.3308,121028.51,118782.11
22,36,3,41,0,0.3308,120996.51,118750.11
22,31,3,42,0,0.3308,120894.64,118718.12
22,31,3,43,0,0.3308,120862.64,118686.12
22,28.499999999999996,4,44,0,0.2955,120622.23,116163.55
22,28.499999999999996,5,45,0,0.2955,120590.23,116131.56
23,28.000000000000004,4,0,0,0.2727,124968.01,124968.01
23,28.000000000000004,4,1,0,0.2727,124936.01,124936.01
23,33.5,3,2,0,0.3434,124695.6,122402.97
23,33.5,3,3,0,0.3434,124663.6,122370.97
23,25.5,3,4,0,0.3434,124561.73,122338.98
23,25.5,3,5,0,0.3434,124529.73,122306.98
23,31.5,3,6,0,0.3434,124427.86,122274.99
23,31.5,3,7,0,0.3434,124395.86,122242.99
23,31.5,3,8,0,0.3434,124361.2,122211
23,31.5,3,9,0,0.3434,124329.21,122179
23,28.499999999999996,3,10,0,0.3434,124259.33,122179
23,28.499999999999996,3,11,0,0.3434,124227.33,122147.01
23,35,3,12,0,0.3081,123986.92,122115.01
23,35,3,13,0,0.3081,123954.92,122083.02
23,26,4,14,0,0.2879,123714.51,121212.47
23,26,3,15,0,0.2879,123682.51,121180.48
23,34.5,4,16,0,0.2096,123580.64,121148.48
23,34.5,4,17,0,0.2096,123548.65,121116.49
23,34.5,3,18,0,0.3056,123308.23,119422
23,34.5,3,19,0,0.3056,123276.24,119390
23,42,3,20,0,0.346,123067.81,119390
23,42,3,21,0,0.346,123035.82,119358.01
23,42,4,22,0,0.346,123001.16,119326.01
23,42,3,23,0,0.346,122969.16,119294.02
23,42,3,24,0,0.346,122934.5,119262.02
23,42,3,25,0,0.346,122902.51,119230.03
23,42,3,26,0,0.346,122867.85,119198.04
23,42,3,27,0,0.346,122835.85,119166.04
23,37,3,28,0,0.3258,122595.44,119134.05
23,37,3,29,0,0.3258,122563.44,119102.05
23,25,3,30,0,0.3258,122426.35,119102.05
23,25,4,31,0,0.3258,122394.36,119070.06
23,33.5,3,32,0,0.3333,122153.94,119038.06
23,33.5,3,33,0,0.3333,122121.95,119006.07
23,33.5,3,34,0,0.3333,121881.53,118974.07
23,33.5,3,35,0,0.3333,121849.54,118942.08
23,23,4,36,0,0.2828,121609.12,118910.08
23,23,4,37,0,0.2828,121577.13,118878.09
23,28.999999999999996,4,38,0,0.2828,121475.25,118846.09
23,28.999999999999996,4,39,0,0.2828,121443.26,118814.1
23,27.500000000000004,4,40,0,0.2652,121234.84,118814.1
23,27.500000000000004,4,41,0,0.2652,121202.84,118782.11
23,25,4,42,0,0.2652,121033.75,118750.11
23,25,4,43,0,0.2652,121001.76,118718.12
23,36.5,4,44,0,0.2879,120761.34,117847.57
23,36.5,4,45,0,0.2879,120729.35,117815.57
24,37.5,4,0,0,0.3434,124968.01,124968.01
