Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
1,31.5,3,0,0,0.4808,124968.01,124968.01
1,31.5,2,1,0,0.4808,124936.01,124936.01
1,31.5,2,2,0,0.4808,124904.02,124904.02
1,31.5,2,3,0,0.4808,124872.02,124872.02
1,31.5,2,4,0,0.4808,124840.03,124840.03
1,31.5,2,5,0,0.4808,124808.03,124808.03
1,31.5,2,6,0,0.4808,124776.04,124776.04
1,31.5,2,7,0,0.4808,124744.04,124744.04
1,31.5,2,8,0,0.4808,124712.05,124712.05
1,31.5,2,9,0,0.4808,124680.05,124680.05
1,32.5,2,10,0,0.4619,124471.63,122179.0
1,32.5,2,11,0,0.4619,124439.64,122147.01
1,32.5,2,12,0,0.4619,124407.64,122115.01
1,32.5,2,13,0,0.4619,124375.65,122083.02
1,32.5,2,14,0,0.4619,124343.65,122051.03
1,32.5,2,15,0,0.4619,124311.66,122019.03
1,32.5,2,16,0,0.4619,124279.67,121987.04
1,32.5,2,17,0,0.4619,124247.67,121955.04
1,32.5,2,18,0,0.4619,124215.68,121923.05
1,32.5,2,19,0,0.4619,124183.68,121891.05
1,32.0,2,20,0,0.4619,123975.26,121891.05
1,32.0,3,21,0,0.4619,123943.27,121859.06
1,32.0,2,22,0,0.4619,123911.27,121827.06
1,32.0,2,23,0,0.4619,123879.28,121795.07
1,32.0,2,24,0,0.4619,123847.28,121763.07
1,32.0,2,25,0,0.4619,123815.29,121731.08
1,32.0,2,26,0,0.4619,123783.29,121699.09
1,32.0,2,27,0,0.4619,123751.3,121667.09
1,32.0,3,28,0,0.4619,123719.3,121635.1
1,32.0,2,29,0,0.4619,123687.31,121603.1
1,50.0,2,30,0,0.4543,123478.89,121603.1
2,32.5,5,0,0,0.1818,124968.01,124968.01
2,32.5,6,1,0,0.1818,124936.01,124936.01
2,32.5,5,2,0,0.1818,124904.02,124904.02
2,32.5,6,3,0,0.1818,124872.02,124872.02
2,32.5,5,4,0,0.1818,124840.03,124840.03
2,32.5,5,5,0,0.1818,124808.03,124808.03
2,32.5,5,6,0,0.1818,124776.04,124776.04
2,32.5,5,7,0,0.1818,124744.04,124744.04
2,32.5,5,8,0,0.1818,124712.05,124712.05
2,32.5,5,9,0,0.1818,124680.05,124680.05
2,34.5,5,10,0,0.1717,124471.63,122179.0
2,34.5,5,11,0,0.1717,124439.64,122147.01
2,34.5,5,12,0,0.1717,124407.64,122115.01
2,34.5,5,13,0,0.1717,124375.65,122083.02
2,34.5,5,14,0,0.1717,124343.65,122051.03
2,34.5,5,15,0,0.1717,124311.66,122019.03
2,34.5,5,16,0,0.1717,124279.67,121987.04
2,34.5,5,17,0,0.1717,124247.67,121955.04
2,34.5,5,18,0,0.1717,124215.68,121923.05
2,34.5,6,19,0,0.1717,124183.68,121891.05
2,36.0,5,20,0,0.1717,124113.8,121891.05
2,36.0,6,21,0,0.1717,124081.81,121859.06
2,36.0,5,22,0,0.1717,124049.81,121827.06
2,36.0,5,23,0,0.1717,124017.82,121795.07
2,36.0,6,24,0,0.1717,123985.82,121763.07
2,36.0,5,25,0,0.1717,123953.83,121731.08
2,36.0,5,26,0,0.1717,123921.83,121699.09
2,36.0,5,27,0,0.1717,123889.84,121667.09
2,36.0,5,28,0,0.1717,123857.85,121635.1
2,36.0,5,29,0,0.1717,123825.85,121603.1
2,36.0,5,30,0,0.1717,123755.97,121603.1
3,54.50000000000001,2,0,0,0.3455,124968.01,124968.01
3,54.50000000000001,2,1,0,0.3455,124936.01,124936.01
3,54.50000000000001,2,2,0,0.3455,124904.02,124904.02
3,54.50000000000001,3,3,0,0.3455,124872.02,124872.02
3,54.50000000000001,2,4,0,0.3455,124840.03,124840.03
3,54.50000000000001,2,5,0,0.3455,124808.03,124808.03
3,54.50000000000001,2,6,0,0.3455,124776.04,124776.04
3,54.50000000000001,2,7,0,0.3455,124744.04,124744.04
3,54.50000000000001,3,8,0,0.3455,124712.05,124712.05
3,54.50000000000001,3,9,0,0.3455,124680.05,124680.05
3,48.5,3,10,0,0.25,124471.63,122179.0
3,48.5,3,11,0,0.25,124439.64,122147.01
3,48.5,3,12,0,0.25,124407.64,122115.01
3,48.5,3,13,0,0.25,124375.65,122083.02
3,48.5,3,14,0,0.25,124343.65,122051.03
3,48.5,3,15,0,0.25,124311.66,122019.03
3,48.5,4,16,0,0.25,124279.67,121987.04
3,48.5,3,17,0,0.25,124247.67,121955.04
3,48.5,3,18,0,0.25,124215.68,121923.05
3,48.5,3,19,0,0.25,124183.68,121891.05
3,44.5,4,20,0,0.25,123975.26,121891.05
3,44.5,3,21,0,0.25,123943.27,121859.06
3,44.5,3,22,0,0.25,123911.27,121827.06
3,44.5,3,23,0,0.25,123879.28,121795.07
3,44.5,3,24,0,0.25,123847.28,121763.07
3,44.5,4,25,0,0.25,123815.29,121731.08
3,44.5,3,26,0,0.25,123783.29,121699.09
3,44.5,3,27,0,0.25,123751.3,121667.09
3,44.5,3,28,0,0.25,123719.3,121635.1
3,44.5,4,29,0,0.25,123687.31,121603.1
3,44.5,3,30,0,0.25,123478.89,119102.05
4,54.50000000000001,3,0,0,0.2727,124968.01,124968.01
4,54.50000000000001,3,1,0,0.2727,124936.01,124936.01
4,54.50000000000001,3,2,0,0.2727,124904.02,124904.02
4,54.50000000000001,5,3,0,0.2727,124872.02,124872.02
4,54.50000000000001,3,4,0,0.2727,124840.03,124840.03
4,54.50000000000001,3,5,0,0.2727,124808.03,124808.03
4,54.50000000000001,3,6,0,0.2727,124776.04,124776.04
4,54.50000000000001,3,7,0,0.2727,124744.04,124744.04
4,54.50000000000001,3,8,0,0.2727,124712.05,124712.05
4,54.50000000000001,3,9,0,0.2727,124680.05,124680.05
4,56.00000000000001,3,10,0,0.2955,124471.63,122179.0
4,56.00000000000001,3,11,0,0.2955,124439.64,122147.01
4,56.00000000000001,3,12,0,0.2955,124407.64,122115.01
4,56.00000000000001,3,13,0,0.2955,124375.65,122083.02
4,56.00000000000001,4,14,0,0.2955,124343.65,122051.03
4,56.00000000000001,3,15,0,0.2955,124311.66,122019.03
4,56.00000000000001,3,16,0,0.2955,124279.67,121987.04
4,56.00000000000001,3,17,0,0.2955,124247.67,121955.04
4,56.00000000000001,3,18,0,0.2955,124215.68,121923.05
4,56.00000000000001,3,19,0,0.2955,124183.68,121891.05
4,56.99999999999999,3,20,0,0.2955,123975.26,121891.05
4,56.99999999999999,3,21,0,0.2955,123943.27,121859.06
4,56.99999999999999,3,22,0,0.2955,123911.27,121827.06
4,56.99999999999999,3,23,0,0.2955,123879.28,121795.07
4,56.99999999999999,3,24,0,0.2955,123847.28,121763.07
4,56.99999999999999,3,25,0,0.2955,123815.29,121731.08
4,56.99999999999999,3,26,0,0.2955,123783.29,121699.09
4,56.99999999999999,3,27,0,0.2955,123751.3,121667.09
4,56.99999999999999,3,28,0,0.2955,123719.3,121635.1
4,56.99999999999999,3,29,0,0.2955,123687.31,121603.1
4,56.99999999999999,3,30,0,0.2955,123684.64,121603.1
5,46.0,3,0,0,0.475,124968.01,124968.01
5,46.0,2,1,0,0.475,124936.01,124936.01
5,46.0,2,2,0,0.475,124904.02,124904.02
5,46.0,3,3,0,0.475,124872.02,124872.02
5,46.0,2,4,0,0.475,124840.03,124840.03
5,46.0,2,5,0,0.475,124808.03,124808.03
5,46.0,2,6,0,0.475,124776.04,124776.04
5,46.0,2,7,0,0.475,124744.04,124744.04
5,46.0,2,8,0,0.475,124712.05,124712.05
5,46.0,2,9,0,0.475,124680.05,124680.05
5,49.5,2,10,0,0.475,124610.17,123841.5
5,49.5,2,11,0,0.475,124578.18,123809.51
5,49.5,2,12,0,0.475,124546.19,123777.51
5,49.5,2,13,0,0.475,124514.19,123745.52
5,49.5,2,14,0,0.475,124482.2,123713.52
5,49.5,2,15,0,0.475,124450.2,123681.53
5,49.5,2,16,0,0.475,124418.21,123649.53
5,49.5,2,17,0,0.475,124386.21,123617.54
5,49.5,2,18,0,0.475,124354.22,123585.54
5,49.5,2,19,0,0.475,124322.22,123553.55
5,48.5,2,20,0,0.475,124252.34,123553.55
5,48.5,2,21,0,0.475,124220.35,123521.55
5,48.5,2,22,0,0.475,124188.35,123489.56
5,48.5,2,23,0,0.475,124156.36,123457.57
5,48.5,2,24,0,0.475,124124.37,123425.57
5,48.5,2,25,0,0.475,124092.37,123393.58
5,48.5,3,26,0,0.475,124060.38,123361.58
5,48.5,3,27,0,0.475,124028.38,123329.59
5,48.5,2,28,0,0.475,123996.39,123297.59
5,48.5,2,29,0,0.475,123964.39,123265.6
5,46.0,2,30,0,0.475,123894.51,123265.6
6,41.0,5,0,0,0.178,124968.01,124968.01
6,41.0,5,1,0,0.178,124936.01,124936.01
6,41.0,6,2,0,0.178,124904.02,124904.02
6,41.0,6,3,0,0.178,124872.02,124872.02
6,41.0,5,4,0,0.178,124840.03,124840.03
6,41.0,5,5,0,0.178,124808.03,124808.03
6,41.0,5,6,0,0.178,124776.04,124776.04
6,41.0,5,7,0,0.178,124744.04,124744.04
6,41.0,5,8,0,0.178,124712.05,124712.05
6,41.0,5,9,0,0.178,124680.05,124680.05
6,43.0,5,10,0,0.1621,124471.63,122179.0
6,43.0,5,11,0,0.1621,124439.64,122147.01
6,43.0,5,12,0,0.1621,124407.64,122115.01
6,43.0,5,13,0,0.1621,124375.65,122083.02
6,43.0,5,14,0,0.1621,124343.65,122051.03
6,43.0,6,15,0,0.1621,124311.66,122019.03
6,43.0,5,16,0,0.1621,124279.67,121987.04
6,43.0,5,17,0,0.1621,124247.67,121955.04
6,43.0,6,18,0,0.1621,124215.68,121923.05
6,43.0,5,19,0,0.1621,124183.68,121891.05
6,46.0,5,20,0,0.1621,124113.8,121891.05
6,46.0,6,21,0,0.1621,124081.81,121859.06
6,46.0,5,22,0,0.1621,124049.81,121827.06
6,46.0,5,23,0,0.1621,124017.82,121795.07
6,46.0,5,24,0,0.1621,123985.82,121763.07
6,46.0,6,25,0,0.1621,123953.83,121731.08
6,46.0,5,26,0,0.1621,123921.83,121699.09
6,46.0,6,27,0,0.1621,123889.84,121667.09
6,46.0,5,28,0,0.1621,123857.85,121635.1
6,46.0,6,29,0,0.1621,123825.85,121603.1
6,35.5,6,30,0,0.1061,123617.43,121603.1
7,41.0,4,0,0,0.2939,124968.01,124968.01
7,41.0,3,1,0,0.2939,124936.01,124936.01
7,41.0,3,2,0,0.2939,124904.02,124904.02
7,41.0,3,3,0,0.2939,124872.02,124872.02
7,41.0,2,4,0,0.2939,124840.03,124840.03
7,41.0,4,5,0,0.2939,124808.03,124808.03
7,41.0,3,6,0,0.2939,124776.04,124776.04
7,41.0,2,7,0,0.2939,124744.04,124744.04
7,41.0,2,8,0,0.2939,124712.05,124712.05
7,41.0,2,9,0,0.2939,124680.05,124680.05
7,41.0,2,10,0,0.2939,124677.39,124648.06
7,41.0,2,11,0,0.2939,124645.39,124616.06
7,41.0,2,12,0,0.2939,124613.4,124584.07
7,41.0,3,13,0,0.2939,124581.4,124552.08
7,41.0,2,14,0,0.2939,124549.41,124520.08
7,41.0,3,15,0,0.2939,124517.41,124488.09
7,41.0,3,16,0,0.2939,124485.42,124456.09
7,41.0,2,17,0,0.2939,124453.43,124424.1
7,41.0,2,18,0,0.2939,124421.43,124392.1
7,41.0,2,19,0,0.2939,124389.44,124360.11
7,41.0,2,20,0,0.2939,124386.77,124360.11
7,41.0,2,21,0,0.2939,124354.78,124328.11
7,41.0,2,22,0,0.2939,124322.78,124296.12
7,41.0,2,23,0,0.2939,124290.79,124264.12
7,41.0,2,24,0,0.2939,124258.79,124232.13
7,41.0,3,25,0,0.2939,124226.8,124200.14
7,41.0,2,26,0,0.2939,124194.8,124168.14
7,41.0,2,27,0,0.2939,124162.81,124136.15
7,41.0,2,28,0,0.2939,124130.81,124104.15
7,41.0,3,29,0,0.2939,124098.82,124072.16
7,41.0,2,30,0,0.2939,124096.15,124072.16
8,44.5,6,0,0,0.1427,124968.01,124968.01
8,44.5,7,1,0,0.1427,124936.01,124936.01
8,44.5,6,2,0,0.1427,124904.02,124904.02
8,44.5,6,3,0,0.1427,124872.02,124872.02
8,44.5,6,4,0,0.1427,124840.03,124840.03
8,44.5,7,5,0,0.1427,124808.03,124808.03
8,44.5,6,6,0,0.1427,124776.04,124776.04
8,44.5,7,7,0,0.1427,124744.04,124744.04
8,44.5,6,8,0,0.1427,124712.05,124712.05
8,44.5,7,9,0,0.1427,124680.05,124680.05
8,48.0,6,10,0,0.1427,124471.63,122179.0
8,48.0,6,11,0,0.1427,124439.64,122147.01
8,48.0,6,12,0,0.1427,124407.64,122115.01
8,48.0,6,13,0,0.1427,124375.65,122083.02
8,48.0,6,14,0,0.1427,124343.65,122051.03
8,48.0,6,15,0,0.1427,124311.66,122019.03
8,48.0,6,16,0,0.1427,124279.67,121987.04
8,48.0,6,17,0,0.1427,124247.67,121955.04
8,48.0,6,18,0,0.1427,124215.68,121923.05
8,48.0,6,19,0,0.1427,124183.68,121891.05
8,50.5,6,20,0,0.1427,123975.26,121891.05
8,50.5,6,21,0,0.1427,123943.27,121859.06
8,50.5,7,22,0,0.1427,123911.27,121827.06
8,50.5,6,23,0,0.1427,123879.28,121795.07
8,50.5,6,24,0,0.1427,123847.28,121763.07
8,50.5,6,25,0,0.1427,123815.29,121731.08
8,50.5,6,26,0,0.1427,123783.29,121699.09
8,50.5,6,27,0,0.1427,123751.3,121667.09
8,50.5,7,28,0,0.1427,123719.3,121635.1
8,50.5,6,29,0,0.1427,123687.31,121603.1
8,50.5,6,30,0,0.1427,123684.64,121603.1
9,23.0,4,0,0,0.303,124968.01,124968.01
9,23.0,3,1,0,0.303,124936.01,124936.01
9,23.0,3,2,0,0.303,124904.02,124904.02
9,23.0,3,3,0,0.303,124872.02,124872.02
9,23.0,3,4,0,0.303,124840.03,124840.03
9,23.0,3,5,0,0.303,124808.03,124808.03
9,23.0,3,6,0,0.303,124776.04,124776.04
9,23.0,3,7,0,0.303,124744.04,124744.04
9,23.0,3,8,0,0.303,124712.05,124712.05
9,23.0,3,9,0,0.303,124680.05,124680.05
9,22.0,3,10,0,0.303,124610.17,123841.5
9,22.0,3,11,0,0.303,124578.18,123809.51
9,22.0,3,12,0,0.303,124546.19,123777.51
9,22.0,3,13,0,0.303,124514.19,123745.52
9,22.0,3,14,0,0.303,124482.2,123713.52
9,22.0,3,15,0,0.303,124450.2,123681.53
9,22.0,3,16,0,0.303,124418.21,123649.53
9,22.0,3,17,0,0.303,124386.21,123617.54
9,22.0,3,18,0,0.303,124354.22,123585.54
9,22.0,3,19,0,0.303,124322.22,123553.55
9,22.0,3,20,0,0.303,124319.56,123553.55
9,22.0,3,21,0,0.303,124287.56,123521.55
9,22.0,3,22,0,0.303,124255.57,123489.56
9,22.0,3,23,0,0.303,124223.57,123457.57
9,22.0,3,24,0,0.303,124191.58,123425.57
9,22.0,4,25,0,0.303,124159.58,123393.58
9,22.0,3,26,0,0.303,124127.59,123361.58
9,22.0,3,27,0,0.303,124095.59,123329.59
9,22.0,3,28,0,0.303,124063.6,123297.59
9,22.0,4,29,0,0.303,124031.61,123265.6
9,19.5,3,30,0,0.2929,123823.18,121603.1
10,31.0,3,0,0,0.5338,124968.01,124968.01
10,31.0,2,1,0,0.5338,124936.01,124936.01
10,31.0,2,2,0,0.5338,124904.02,124904.02
10,31.0,3,3,0,0.5338,124872.02,124872.02
10,31.0,2,4,0,0.5338,124840.03,124840.03
10,31.0,2,5,0,0.5338,124808.03,124808.03
10,31.0,3,6,0,0.5338,124776.04,124776.04
10,31.0,2,7,0,0.5338,124744.04,124744.04
10,31.0,2,8,0,0.5338,124712.05,124712.05
10,31.0,2,9,0,0.5338,124680.05,124680.05
10,33.5,2,10,0,0.553,124471.63,122179.0
10,33.5,2,11,0,0.553,124439.64,122147.01
10,33.5,2,12,0,0.553,124407.64,122115.01
10,33.5,2,13,0,0.553,124375.65,122083.02
10,33.5,2,14,0,0.553,124343.65,122051.03
10,33.5,2,15,0,0.553,124311.66,122019.03
10,33.5,2,16,0,0.553,124279.67,121987.04
10,33.5,2,17,0,0.553,124247.67,121955.04
10,33.5,2,18,0,0.553,124215.68,121923.05
10,33.5,2,19,0,0.553,124183.68,121891.05
10,47.5,3,20,0,0.4798,123975.26,121891.05
10,47.5,3,21,0,0.4798,123943.27,121859.06
10,47.5,3,22,0,0.4798,123911.27,121827.06
10,47.5,4,23,0,0.4798,123879.28,121795.07
10,47.5,3,24,0,0.4798,123847.28,121763.07
10,47.5,3,25,0,0.4798,123815.29,121731.08
10,47.5,3,26,0,0.4798,123783.29,121699.09
10,47.5,3,27,0,0.4798,123751.3,121667.09
10,47.5,3,28,0,0.4798,123719.3,121635.1
10,47.5,3,29,0,0.4798,123687.31,121603.1
10,45.5,3,30,0,0.4798,123617.43,121603.1
11,25.5,2,0,0,0.4293,124968.01,124968.01
11,25.5,2,1,0,0.4293,124936.01,124936.01
11,25.5,2,2,0,0.4293,124904.02,124904.02
11,25.5,2,3,0,0.4293,124872.02,124872.02
11,25.5,2,4,0,0.4293,124840.03,124840.03
11,25.5,2,5,0,0.4293,124808.03,124808.03
11,25.5,2,6,0,0.4293,124776.04,124776.04
11,25.5,2,7,0,0.4293,124744.04,124744.04
11,25.5,2,8,0,0.4293,124712.05,124712.05
11,25.5,2,9,0,0.4293,124680.05,124680.05
11,27.0,2,10,0,0.4293,124471.63,122179.0
11,27.0,2,11,0,0.4293,124439.64,122147.01
11,27.0,2,12,0,0.4293,124407.64,122115.01
11,27.0,2,13,0,0.4293,124375.65,122083.02
11,27.0,2,14,0,0.4293,124343.65,122051.03
11,27.0,2,15,0,0.4293,124311.66,122019.03
11,27.0,2,16,0,0.4293,124279.67,121987.04
11,27.0,2,17,0,0.4293,124247.67,121955.04
11,27.0,2,18,0,0.4293,124215.68,121923.05
11,27.0,2,19,0,0.4293,124183.68,121891.05
11,30.5,3,20,0,0.4217,123975.26,121891.05
11,30.5,2,21,0,0.4217,123943.27,121859.06
11,30.5,3,22,0,0.4217,123911.27,121827.06
11,30.5,2,23,0,0.4217,123879.28,121795.07
11,30.5,2,24,0,0.4217,123847.28,121763.07
11,30.5,2,25,0,0.4217,123815.29,121731.08
11,30.5,2,26,0,0.4217,123783.29,121699.09
11,30.5,2,27,0,0.4217,123751.3,121667.09
11,30.5,2,28,0,0.4217,123719.3,121635.1
11,30.5,2,29,0,0.4217,123687.31,121603.1
11,28.999999999999996,2,30,0,0.4035,123478.89,121603.1
12,39.5,5,0,0,0.1692,124968.01,124968.01
12,39.5,5,1,0,0.1692,124936.01,124936.01
12,39.5,5,2,0,0.1692,124904.02,124904.02
12,39.5,5,3,0,0.1692,124872.02,124872.02
12,39.5,5,4,0,0.1692,124840.03,124840.03
12,39.5,5,5,0,0.1692,124808.03,124808.03
12,39.5,5,6,0,0.1692,124776.04,124776.04
12,39.5,6,7,0,0.1692,124744.04,124744.04
12,39.5,5,8,0,0.1692,124712.05,124712.05
12,39.5,5,9,0,0.1692,124680.05,124680.05
12,40.0,5,10,0,0.1692,124610.17,123841.5
12,40.0,5,11,0,0.1692,124578.18,123809.51
12,40.0,5,12,0,0.1692,124546.19,123777.51
12,40.0,5,13,0,0.1692,124514.19,123745.52
12,40.0,5,14,0,0.1692,124482.2,123713.52
12,40.0,5,15,0,0.1692,124450.2,123681.53
12,40.0,5,16,0,0.1692,124418.21,123649.53
12,40.0,6,17,0,0.1692,124386.21,123617.54
12,40.0,5,18,0,0.1692,124354.22,123585.54
12,40.0,6,19,0,0.1692,124322.22,123553.55
12,41.0,5,20,0,0.1692,124252.34,123553.55
12,41.0,6,21,0,0.1692,124220.35,123521.55
12,41.0,5,22,0,0.1692,124188.35,123489.56
12,41.0,5,23,0,0.1692,124156.36,123457.57
12,41.0,5,24,0,0.1692,124124.37,123425.57
12,41.0,5,25,0,0.1692,124092.37,123393.58
12,41.0,5,26,0,0.1692,124060.38,123361.58
12,41.0,6,27,0,0.1692,124028.38,123329.59
12,41.0,5,28,0,0.1692,123996.39,123297.59
12,41.0,5,29,0,0.1692,123964.39,123265.6
12,39.5,6,30,0,0.1692,123894.51,123265.6
13,45.0,4,0,0,0.1894,124968.01,124968.01
13,45.0,4,1,0,0.1894,124936.01,124936.01
13,45.0,5,2,0,0.1894,124904.02,124904.02
13,45.0,4,3,0,0.1894,124872.02,124872.02
13,45.0,4,4,0,0.1894,124840.03,124840.03
13,45.0,4,5,0,0.1894,124808.03,124808.03
13,45.0,5,6,0,0.1894,124776.04,124776.04
13,45.0,6,7,0,0.1894,124744.04,124744.04
13,45.0,4,8,0,0.1894,124712.05,124712.05
13,45.0,4,9,0,0.1894,124680.05,124680.05
13,49.0,4,10,0,0.1894,124610.17,123841.5
13,49.0,4,11,0,0.1894,124578.18,123809.51
13,49.0,4,12,0,0.1894,124546.19,123777.51
13,49.0,4,13,0,0.1894,124514.19,123745.52
13,49.0,4,14,0,0.1894,124482.2,123713.52
13,49.0,4,15,0,0.1894,124450.2,123681.53
13,49.0,4,16,0,0.1894,124418.21,123649.53
13,49.0,5,17,0,0.1894,124386.21,123617.54
13,49.0,4,18,0,0.1894,124354.22,123585.54
13,49.0,4,19,0,0.1894,124322.22,123553.55
13,50.5,5,20,0,0.1439,124113.8,121891.05
13,50.5,5,21,0,0.1439,124081.81,121859.06
13,50.5,6,22,0,0.1439,124049.81,121827.06
13,50.5,6,23,0,0.1439,124017.82,121795.07
13,50.5,5,24,0,0.1439,123985.82,121763.07
13,50.5,6,25,0,0.1439,123953.83,121731.08
13,50.5,5,26,0,0.1439,123921.83,121699.09
13,50.5,6,27,0,0.1439,123889.84,121667.09
13,50.5,5,28,0,0.1439,123857.85,121635.1
